code_grade_NEG;libelle_grade_neg;code_nomenclature_net_neh;libelle_NET_NEH;libelle_NEG_rempl;libelle_NET_NEH_rempl;code_NETH_rempl;caracteristique
S02784;CONSEILLER GESTION;;;CONSEILLER GESTION;;;-ASSURE EN OUTRE LES FONCTIONS DE SECRETAIRE GENERAL
S02785;SECRETAIRE GENERAL ADJOINT DE LA STATION;;;SECRETAIRE GENERAL ADJOINT DE LA STATION;;;-CHARGE DE SECONDER LE SECRETAIRE GENERAL ET DE LE SUPPLEER DANS SES DIFFERENTES MISSIONS
S02786;RESPONSABLE DU SERVICE INFORMATIQUE;;;RESPONSABLE DU SERVICE INFORMATIQUE;;;
S02787;DIRECTEUR DES EQUIPEMENTS DE QUARTIERS;;;DIRECTEUR DES EQUIPEMENTS DE QUARTIERS;;;
S02788;GARDE MUNICIPAL;;;GARDE MUNICIPAL;;;
S02789;GESTIONNAIRE DES GITES COMMUNAUX;;;GESTIONNAIRE DES GITES COMMUNAUX;;;-CHARGE EN PLUS DE SES TACHES TRADITIONNELLES DE TOUS TRAVAUX DE PROS- PECTION,DE PUBLICITE ET DE MISE AU POINT DES CONTRATS NECESSAIRES A LA LOCATION DES GITES COMMUNAUX.
S02790;TECHNICIEN RADIO DES TRANSMISSIONS;;;TECHNICIEN RADIO DES TRANSMISSIONS;;;
S02791;CONTROLEUR TECHNIQUE DES TRANSMISSIONS;;;CONTROLEUR TECHNIQUE DES TRANSMISSIONS;;;
S02792;RESPONSABLE DU SERVICE D'AIDE A L'INSERTION;;;RESPONSABLE DU SERVICE D'AIDE A L'INSERTION;;;-CHARGE DE PREPARER CHAQUE PERSONNE HANDICAPEE A L INSERTION PROFES- SIONNELLE ET SOCIALE ET L AIDER DANS SA DEMARCHE VERS LA SORTIE. -CHARGE D ORGANISER ET COORDONNER LES DIFFERENTES ETAPES DE CE PROCES- SUS AFIN QU'ELLES SOIENT PLUS CONCERTEES ET DYNAMISANTES.
S02793;AGENT TECHNICO COMMERCIAL;;;AGENT TECHNICO COMMERCIAL;;;-CHARGE DE L ORGANISATION DES TRAVAUX COMMERCIAUX LA PREPARATION POUR LE SERVICE COMPTABLE LA GESTION DES STOCKS LA GESTION DU PERSONNEL HANDICAPE.
S02794;AGENT DE SERVICE D'AIDE A L'INSERTION;;;AGENT DE SERVICE D'AIDE A L'INSERTION;;;- CHARGE DE L'AIDE A L'INSERTION PROFESSIONNELLE ET SOCIALE DES HANDI- CAPES
S02795;RESPONSABLE ADMINISTRATIF;;;RESPONSABLE ADMINISTRATIF;;;-CHARGE DE LA ESTION MATERIELLE ET COMPTABLE ET DE LA GESTION DU PERSONNEL
S02796;AIDE TIERCE PERSONNE;;;AIDE TIERCE PERSONNE;;;-CHARGE DES TRAVAUX MATERIELS DANS LES LIEUX DE VIE DES RESIDENTS
S02797;AIDE SOIGNANTE;;;AIDE SOIGNANTE;;;
S02798;MONITRICE ARTISANALE;;;MONITRICE ARTISANALE;;;
S02799;RESPONSABLE;;;RESPONSABLE;;;
S02800;DIRECTEUR DE CENTRE SOCIAL;;;DIRECTEUR DE CENTRE SOCIAL;;;
S02801;SECRETAIRE GENERAL;;;SECRETAIRE GENERAL;;;-EMPLOI DEJA EXISTANT AVANT LE 01 03 1980
S02802;DIRECTEUR DE LA MAISON D'ACCUEIL POUR LES PERSONNES AGEES (M.A.P.A.);;;DIRECTEUR DE LA MAISON D'ACCUEIL POUR LES PERSONNES AGEES (M.A.P.A.);;;-IL A L ENTIERE RESPONSABILITE DU FONCTIONNEMENT DE LA M.A.P.A. DANS LES MEMES CONDITIONS QU UN DIRECTEUR D ETABLISSEMENT HOSPITALIER. IL SERA RESPONSABLE DE L EXECUTION DU BUDGET DE L ETABLISSEMENT ET DE L ORGANISATION ET DU CONTROLE DU TRAVAIL DES PERSONNELS HOSPITALIERS ET DE SERVICE,SOIT ENVIRON 20 PERSONNES ET PLUS GENERALEMENT DE LA BONNE MARCHE DE L ETABLISSEMENT.
S02803;DIRECTEUR DU BUREAU D'AIDE SOCIALE ( C C A S ) DE FONTAINE;;;DIRECTEUR DU BUREAU D'AIDE SOCIALE ( C C A S ) DE FONTAINE;;;-RESPONSABLE DE L ENSEMBLE DES SERVICES DU CENTRE MUNICIPAL D ACTION SOCIALE
S02804;GARDIEN DE GYMNASE;;;GARDIEN DE GYMNASE;;;
S02805;AIDE SOIGNANTE;;;AIDE SOIGNANTE;;;
S02806;COORDONNATEUR DU SECTEUR PERSONNES AGEES;;;COORDONNATEUR DU SECTEUR PERSONNES AGEES;;;
S02807;AIDE MONITRICE DE GARDERIE EXTRA SCOLAIRE;;;AIDE MONITRICE DE GARDERIE EXTRA SCOLAIRE;;;-CHARGEE DE SURVEILLER LES ENFANTS ET DE S EN OCCUPER
S02808;DIRECTRICE DE GARDERIE EXTRA SCOLAIRE;;;DIRECTRICE DE GARDERIE EXTRA SCOLAIRE;;;-CHARGEE DE LA GESTION DES TICKETS DES HORAIRES DU PERSONNEL DES RAPPORTS AVEC LES PARENTS DES ACTIVITES DES ENFANTS
S02809;COORDONNATEUR POUR LES PERSONNES AGEES;;;COORDONNATEUR POUR LES PERSONNES AGEES;;;
S02810;ADMINISTRATEUR DELEGUE AUX TRANSPORTS;;;ADMINISTRATEUR DELEGUE AUX TRANSPORTS;;;-CHARGE D UNE FONCTION DE CONTROLE DES TACHES INDUITES PAR LE PROJET DE REALISATION DU TRAMWAY ET D UNE FONCTION DE COORDINATION DE L ENSEM BLE DE L ACTIVITE DU SERVICE RESPONSABLE DES TRANSPORTS
S02811;CONSEILLERE CONJUGALE RESPONSABLE ADMINISTRATIVE;;;CONSEILLERE CONJUGALE RESPONSABLE ADMINISTRATIVE;;;
S02812;DIRECTEUR DE LOGEMENT FOYER POUR PERSONNES AGEES;;;DIRECTEUR DE LOGEMENT FOYER POUR PERSONNES AGEES;;;-CHARGE DE L ENCADREMENT DU PERSONNEL DE L ANIMATION DES RESIDENTS DE LA GESTION DE L ETABLISSEMENT
S02813;COORDONNATEUR DES ETABLISSEMENTS POUR PERSONNES AGEE;;;COORDONNATEUR DES ETABLISSEMENTS POUR PERSONNES AGEE;;;-A POUR MISSION D ASSURER LA LIAISON ENTRE LES SERVICES ET ETABLISSE- MENTS POUR RETRAITES ET PERSONNES AGEES
S02814;DIRECTEUR DE LOGEMENT FOYER DE PERSONNES AGEES;;;DIRECTEUR DE LOGEMENT FOYER DE PERSONNES AGEES;;;
S02815;DIRECTEUR ADJOINT;;;DIRECTEUR ADJOINT;;;
S02816;DIRECTEUR D'ETUDES EN AMENAGEMENT;;;DIRECTEUR D'ETUDES EN AMENAGEMENT;;;
S02817;DIRECTRICE ADJOINTE DE REGIE D'AIDE A DOMICILE AUX PERSONNES AGEES ET HANDICAPEES;;;DIRECTRICE ADJOINTE DE REGIE D'AIDE A DOMICILE AUX PERSONNES AGEES ET HANDICAPEES;;;
S02818;RESPONSABLE DE SECTEUR ADJOINTE;;;RESPONSABLE DE SECTEUR ADJOINTE;;;
S02819;RESPONSABLE DE SECTEUR;;;RESPONSABLE DE SECTEUR;;;
S02820;SECRETAIRE GENERAL;;;SECRETAIRE GENERAL;;;
S02821;DIRECTEUR DE L'ECOLE MUNICIPALE DE MUSIQUE DE MOINS DE 300 ELEVES;;;DIRECTEUR DE L'ECOLE MUNICIPALE DE MUSIQUE DE MOINS DE 300 ELEVES;;;
S02822;DIRECTEUR DE L'ECOLE MUNICIPALE DE MUSIQUE DE PLUS DE 300 ELEVES;;;DIRECTEUR DE L'ECOLE MUNICIPALE DE MUSIQUE DE PLUS DE 300 ELEVES;;;
S02823;DIRECTEUR;;;DIRECTEUR;;;
S02824;RESPONSABLE DU LOGEMENT FOYER POUR PERSONNES AGEES;;;RESPONSABLE DU LOGEMENT FOYER POUR PERSONNES AGEES;;;
S02825;DIRECTEUR DE CENTRE;;;DIRECTEUR DE CENTRE;;;
S02826;CUISINIER A LA RESIDENCE POUR PERSONNES AGEES;;;CUISINIER A LA RESIDENCE POUR PERSONNES AGEES;;;
S02827;DIRECTEUR DE LA RESIDENCE POUR PERSONNES AGEES;;;DIRECTEUR DE LA RESIDENCE POUR PERSONNES AGEES;;;
S02828;DIRECTEUR DE L'ECOLE DE MUSIQUE DE MOINS DE 300 ELEVES;;;DIRECTEUR DE L'ECOLE DE MUSIQUE DE MOINS DE 300 ELEVES;;;- MOINS DE 10 DISCIPLINES
S02829;DIRECTEUR DU BUREAU D'AIDE SOCIALE DE LA COTE ST ANDRE;;;DIRECTEUR DU BUREAU D'AIDE SOCIALE DE LA COTE ST ANDRE;;;
S02830;GESTIONNAIRE;;;GESTIONNAIRE;;;
S02831;DIRECTEUR DE L'ECOLE DE MUSIQUE;;;DIRECTEUR DE L'ECOLE DE MUSIQUE;;;
S02832;CAISSIERE;;;CAISSIERE;;;
S02833;DIRECTEUR DU STADE NAUTIQUE;;;DIRECTEUR DU STADE NAUTIQUE;;;
S02834;SECRETAIRE GENERAL;;;SECRETAIRE GENERAL;;;
S02835;CHARGE DE MISSION JEUNES;;;CHARGE DE MISSION JEUNES;;;-CHARGE DE L ACCUEIL ET DE LA CONSTITUTION DES DOSSIERS
S02836;DIRECTEUR DU BUREAU D'AIDE SOCIALE ( C C A S ) DE DOLE;;;DIRECTEUR DU BUREAU D'AIDE SOCIALE ( C C A S ) DE DOLE;;;
S02837;AGENT FONCIER DE DEUXIEME CLASSE;;;AGENT FONCIER DE DEUXIEME CLASSE;;;-CHARGE DE LA RESPONSABILITE DE LA SECTION DES AFFAIRES DOMANIALES CONCERNANT LES EVALUATIONS ET LES ACQUISITIONS AMIABLES OU CONTENTIEU- SES DES TERRAINS ET DES BATIMENTS.
S02838;AGENT FONCIER DE PREMIERE CLASSE;;;AGENT FONCIER DE PREMIERE CLASSE;;;-CHARGE DE LA RESPONSABILITE DE LA SECTION DES AFFAIRES DOMANIALES CONCERNANT LES EVALUATIONS ET LES ACQUISITIONS AMIABLES OU CONTENTIEU- SES DES TERRAINS ET DES BATIMENTS
S02839;CHEF DE SERVICE COMPTABILITE INFORMATIQUE ET PERSONNEL DE DEUXIEME CLASSE;;;CHEF DE SERVICE COMPTABILITE INFORMATIQUE ET PERSONNEL DE DEUXIEME CLASSE;;;
S02840;CHEF DE SERVICE COMPTABILITE INFORMATIQUE ET PERSONNEL DE PREMIERE CLASSE;;;CHEF DE SERVICE COMPTABILITE INFORMATIQUE ET PERSONNEL DE PREMIERE CLASSE;;;
S02841;CONSEILLER SOCIAL;;;CONSEILLER SOCIAL;;;
S02842;CONTROLEUR VERIFICATEUR;;;CONTROLEUR VERIFICATEUR;;;-AGENT CHARGE OUTRE DE LA SURVEILLANCE,DU CONTROLE DES RELEVEURS DE COMPTEURS ET DE LA VERIFICATION DE LEURS RELEVES,DES RELATIONS AVEC LES ABONNES CONSTATANT UNE ANORMALITE DE LEURS CONSOMMATIONS ET DANS CE SENS EFFECTUER TOUTE VERIFICATION SUR PLACE AINSI QUE DE REDIGER TOUTE CORRESPONDANCE ADEQUATE EN ACCORD AVEC LE DIRECTEUR DE LA REGIE MUNICIPALE DES EAUX ET D ASSAINISSEMENT.
S02843;CONSEILLER DU SERVICE D ACCUEIL;;;REDACTEUR (PREMIER GRADE);Rédacteur;TAR1;-AGENT CHARGE D ACCUEILLIR,D INFORMER,DE CONSEILLER ET D ORIENTER LE PUBLIC ET D INSTRUIRE LES DOSSIERS RELATIFS AU SERVICE DES RELATIONS PUBLIQUES.
S02844;RESPONSABLE DE L'EQUIPE MUNICIPALE D'INTERVENTIONS S.A.M.U.;;;RESPONSABLE DE L'EQUIPE MUNICIPALE D'INTERVENTIONS S.A.M.U.;;;-FONCTIONS DE CHEF DE SERVICE DE L EQUIPE D INTERVENTIONS S.A.M.U.
S02845;ANIMATEUR DE LA FORMATION;;;ANIMATEUR DE LA FORMATION;;;-CHARGE DE LA MISE EN PLACE ET DU SUIVI DU PLAN DE FORMATION DE LA VILLE -IL A LA RESPONSABILITE DU SERVICE DU PERSONNEL
S02846;RESPONSABLE D'ETUDES EN AMENAGEMENT ET EN URBANISME;;;RESPONSABLE D'ETUDES EN AMENAGEMENT ET EN URBANISME;;;-RESPONSABLE DES BUREAUX D ETUDES VOIRIE ET URBANISME
S02847;SURVEILLANT DE BAIGNADE;;;SURVEILLANT DE BAIGNADE;;;-ENTRETIEN DES DIVERSES INSTALLATIONS COMMUNALES. -PARTICIPATION A DES TACHES D ANIMATION SPORTIVE.
S02848;AGENT DE MAITRISE DES SERVICES TECHNIQUES COMMUNAUX;;;AGENT DE MAITRISE DES SERVICES TECHNIQUES COMMUNAUX;;;-CHARGE DE LA CONDUITE DES TRAVAUX CONFIES AUX OUVRIERS DE L EXECUTION DE CES TRAVAUX DE L ENCADREMENT DE L ENSEMBLE DU PERSONNEL TECHNIQUE
S02849;DIRECTRICE DES LOGEMENTS FOYERS;;;DIRECTRICE DES LOGEMENTS FOYERS;;;
S02850;AIDE SOIGNANTE;;;AIDE SOIGNANTE;;;
S02851;DIRECTEUR DES LOGEMENTS FOYERS;;;DIRECTEUR DES LOGEMENTS FOYERS;;;
S02852;OUVRIER D'ENTRETIEN PORTUAIRE DE DEUXIEME CATEGORIE;;;OUVRIER D'ENTRETIEN PORTUAIRE DE DEUXIEME CATEGORIE;;;
S02853;CHEF D'ENTRETIEN PORTUAIRE;;;CHEF D'ENTRETIEN PORTUAIRE;;;
S02854;AGENT D'EXPLOITATION PORTUAIRE DE DEUXIEME CATEGORIE;;;AGENT D'EXPLOITATION PORTUAIRE DE DEUXIEME CATEGORIE;;;
S02855;AGENT D'EXPLOITATION PORTUAIRE DE TROISIEME CATEGORIE RECEVEUR;;;AGENT D'EXPLOITATION PORTUAIRE DE TROISIEME CATEGORIE RECEVEUR;;;
S02856;HOTESSE AGENT ADMINISTRATIF DU PORT DE CAPBRETON;;;HOTESSE AGENT ADMINISTRATIF DU PORT DE CAPBRETON;;;
S02857;SECRETAIRE DU S.I.V.O.M. ET DU PORT DE PLAISANCE;;;SECRETAIRE DU S.I.V.O.M. ET DU PORT DE PLAISANCE;;;
S02858;MARIN PONTONNIER TITULAIRE D'UN C.A.P.;;;MARIN PONTONNIER TITULAIRE D'UN C.A.P.;;;
S02859;MARIN PONTONNIER NON TITULAIRE D'UN C.A.P.;;;MARIN PONTONNIER NON TITULAIRE D'UN C.A.P.;;;
S02860;AGENT TECHNIQUE ADMINISTRATIF;;;AGENT TECHNIQUE ADMINISTRATIF;;;-CHARGE D ASSURER LES DIVERS TRAVAUX TECHNIQUES DU SECRETARIAT GENERAL DU B.A.S. AINSI QUE CEUX DES DIVERS SERVICES ADMINISTRATIFS.
S02861;AGENT D'ENCADREMENT ET DE SOINS;;;AGENT D'ENCADREMENT ET DE SOINS;;;- CHARGE : DE L ENCADREMENT DE PERSONNEL DONT LES AUXILIAIRES DE SANTE DU SUIVI ADMINISTRATIF MEDICAL DE LA PARTICIPATION A DES PETITES TACHES
S02862;AUXILIAIRE DE COLLECTIVITE D'HOTELLERIE ET DE RESTAURATION;;;AUXILIAIRE DE COLLECTIVITE D'HOTELLERIE ET DE RESTAURATION;;;-EMPLOI DESTINE A ASSURER LES DIFFERENTS TRAVAUX MANUELS ACCESSOIRES ET SPECIFIQUES DES DIVERS POSTES QUI PEUVENT ETRE TOURNANTS DE COLLEC- TIVITE D HOTELLERIE DE RESTAURATION ET DES AUTRES SERVICES
S02863;AUXILIAIRE DE CUISINE ET DE RESTAURATION;;;AUXILIAIRE DE CUISINE ET DE RESTAURATION;;;
S02864;AUXILIAIRE DE CUISINE D'ENCADREMENT ET DE RESTAURATION;;;AUXILIAIRE DE CUISINE D'ENCADREMENT ET DE RESTAURATION;;;
S02865;AGENT D'ENCADREMENT ET DE CUISINE;;;AGENT D'ENCADREMENT ET DE CUISINE;;;
S02866;AUXILIAIRE DE MENAGE DE COLLECTIVITE D'HOTELLERIE ET DE RESTAURATION;;;AUXILIAIRE DE MENAGE DE COLLECTIVITE D'HOTELLERIE ET DE RESTAURATION;;;-AGENT CHARGE D APPORTER UNE AIDE SOUS FORME DE PRESTATION DE SERVICE AUX FAMILLES OU PERSONNES AGEES OU HANDICAPES
S02867;AGENT ADMINISTRATIF REGISSEUR;;;AGENT ADMINISTRATIF REGISSEUR;;;
S02868;AUXILIAIRE ADMINISTRATIF;;;AUXILIAIRE ADMINISTRATIF;;;-AGENT CHARGE D ASSURER LES DIVERSES TACHES ADMINISTRATIVES D EXECU TION DU B A S ET DE PARTICIPER A DIFFERENTES PETITES TACHES LIEES AU FONCTIONNEMENT DU SERVICE
S02869;AGENT D'ENTRETIEN D'HOTELLERIE ET DE RESTAURATION;;;AGENT D'ENTRETIEN D'HOTELLERIE ET DE RESTAURATION;;;- OUVRIER POSSEDANT PLUSIEURS QUALIFICATIONS ET AYANT PLUSIEURS C A P
S02870;AUXILIAIRE DE COLLECTIVITE D'HOTELLERIE DE RESTAURATION ET ADMINISTRATIF;;;AUXILIAIRE DE COLLECTIVITE D'HOTELLERIE DE RESTAURATION ET ADMINISTRATIF;;;
S02871;AUXILIAIRE DE VIE;;;AUXILIAIRE DE VIE;;;-AGENT CHARGE D APPORTER AUX PERSONNES HANDICAPEES UNE AIDE SOUS FORME DE PRESTATIONS DE SERVICE -EMPLOI REFERENCE AU GROUPE G02110 DEVENU ECHELLE E01110 DEPUIS LE 01 01 1983 MAIS CHAQUE INDICE BRUT CORRESPONDANT EST MAJORE DE 7 POINT
S02872;AUXILIAIRE DE SANTE;;;AUXILIAIRE DE SANTE;;;AGENT CHARGE D AIDER LES PERSONNES AGEES POUR LES TACHES MATERIELLES ET POUR EFFECTUER UNE ACTION AU SEIN D UNE EQUIPE DE TRAVAIL DONT LE BUT EST DE RESTAURER LA SANTE DU MALADE
S02873;AUXILIAIRE DE SANTE DE COLLECTIVITE ET DE GARDIENNAGE;;;AUXILIAIRE DE SANTE DE COLLECTIVITE ET DE GARDIENNAGE;;;AGENT POLYVALENT POUR AIDE AUX PERSONNES PRESTATIONS AUX FAMILLES DIFFERENTS TRAVAUX MANUELS
S02874;PROFESSEUR DE L'ECOLE MUNICIPALE DE MUSIQUE;;;PROFESSEUR DE L'ECOLE MUNICIPALE DE MUSIQUE;;;-OUTRE L ENSEIGNEMENT INSTRUMENTAL L INTERESSE AURA LA CHARGE DE L ENSEIGNEMENT DU SOLFEGE DANS LE CADRE DES HORAIRES DE L ECOLE FIXES PAR LE DIRECTEUR. IL ASSURERA HEBDOMADAIREMENT 20 HEURES DE COURS ET 16 HEURES DE PREPA RATION AUX SERVICES DIVERS.
S02876;AIDE SOIGNANTE;;;AIDE SOIGNANTE;;;
S02877;DIRECTEUR DE FOYER DE PERSONNES AGEES;;;DIRECTEUR DE FOYER DE PERSONNES AGEES;;;
S02878;MONITEUR ANIMATEUR;;;MONITEUR ANIMATEUR;;;
S02879;TECHNICIEN;;;TECHNICIEN;;;
S02880;BIBLIOTHECAIRE DOCUMENTALISTE;;;BIBLIOTHECAIRE DOCUMENTALISTE;;;
S02881;INSPECTEUR TECHNIQUE DES SPORTS;;;INSPECTEUR TECHNIQUE DES SPORTS;;;
S02882;TECHNICIEN SPECIALISTE DES TECHNIQUES AUDIOVISUELLES;;;TECHNICIEN SPECIALISTE DES TECHNIQUES AUDIOVISUELLES;;;CHARGE D UN ENSEIGNEMENT PRATIQUE EN LIAISON AVEC LES PROFESSEURS ASSURANT EGALEMENT L ORGANISATION ET LA MAINTENANCE DES ATELIERS TECHNIQUES.
S02883;DIRECTEUR D'ETUDES EN AMENAGEMENT OU EN URBANISME;;;INGENIEUR EN CHEF HORS CLASSE;Ingénieur en chef hors classe;TTN2;AGENT SUPERIEUR CHARGE : -DE LA DIRECTION D UN SERVICE EN AMENAGEMENT OU EN URBANISME -D UN SERVICE D AMENAGEMENT OU D URBANISME -DE LA COORDINATION DE L ACTION DE PLUSIEURS CHARGES D ETUDES
S02884;DIRECTEUR DE SERVICE ADMINISTRATIF ADJOINT AUX DIRECTIONS SERVICES ADMINISTRATIFS;;;DIRECTEUR DE SERVICE ADMINISTRATIF ADJOINT AUX DIRECTIONS SERVICES ADMINISTRATIFS;;;
S02885;INGENIEUR PRINCIPAL ADJOINT AUX DIVISIONS DES SERVICES TECHNIQUES;;;INGENIEUR PRINCIPAL ADJOINT AUX DIVISIONS DES SERVICES TECHNIQUES;;;
S02886;AIDE DE CUISINE;;;AIDE DE CUISINE;;;
S02887;CHEF DE CUISINE;;;CHEF DE CUISINE;;;
S02888;CONCIERGE;;;CONCIERGE;;;
S02889;CONDUCTEUR DE TRAVAUX;;;CONDUCTEUR DE TRAVAUX;;;
S02890;DIRECTRICE DE RESIDENCE POUR PERSONNES AGEES;;;DIRECTRICE DE RESIDENCE POUR PERSONNES AGEES;;;TITULAIRE DU DIPLÔME D'ÉTAT D' ASSISTANTE SOCIALE OU D'INFIRMIER
S02891;DIRECTRICE DE RESIDENCE POUR PERSONNES AGEES;;;DIRECTRICE DE RESIDENCE POUR PERSONNES AGEES;;;
S02892;FEMME DE SERVICE;;;FEMME DE SERVICE;;;
S02893;PREPOSE A L'ENTRETIEN DES RUES ET DES PLACES PUBLIQUES;;;PREPOSE A L'ENTRETIEN DES RUES ET DES PLACES PUBLIQUES;;;
S02894;CAISSIERE GUICHETIERE;;;CAISSIERE GUICHETIERE;;;
S02895;DIRECTEUR DU SERVICE DES SPORTS;;;DIRECTEUR DU SERVICE DES SPORTS;;;-CHARGE DE LA COORDINATION DE L ACTIVITE DES SIX PISCINES DE LA VILLE AVEC LA RESPONSABILITE DE LA BASE DE LOISIRS
S02896;CONSEILLER EN ECONOMIE SOCIALE ET FAMILIALE;;;CONSEILLER EN ECONOMIE SOCIALE ET FAMILIALE;;;CHARGE DE RESOUDRE LES PROBLEMES DE VIE QUOTIDIENNE FAMILIALE ET SOCIALE EN MATIERE D HABITAT DE GESTION DE SANTE OU D ALIMENTATION
S02897;CHARGE D'ETUDES EN AMENAGEMENT OU EN URBANISME AU SERVICE DE L HABITAT ANCIEN;;;INGENIEUR PRINCIPAL (CHEF);Ingénieur principal;TTP2;
S02898;CHARGE D'ETUDES PRINCIPAL AMENAGEMENT OU URBANISME SERVICE DE L'HABITAT ANCIEN;;;CHARGE D'ETUDES PRINCIPAL AMENAGEMENT OU URBANISME SERVICE DE L'HABITAT ANCIEN;;;
S02899;GARDE CHEF;;;GARDE CHEF;;;
S02900;AGENT D'ENTRETIEN;;;AGENT D'ENTRETIEN;;;
S02901;BALAYEUR;;;BALAYEUR;;;
S02902;GARDIEN DE BUREAU COURSIER;;;GARDIEN DE BUREAU COURSIER;;;
S02903;SURVEILLANTE DE CANTINE;;;SURVEILLANTE DE CANTINE;;;
S02904;MONITEUR EDUCATEUR;;;MONITEUR EDUCATEUR;;;
S02905;DIRECTEUR DE L'ECOLE MUNICIPALE DE MUSIQUE;;;DIRECTEUR DE L'ECOLE MUNICIPALE DE MUSIQUE;;;
S02906;AGENT DE CONDITIONNEMENT;;;AGENT DE CONDITIONNEMENT;;;
S02907;APPARITEUR GARDIEN;;;APPARITEUR GARDIEN;;;
S02908;CHEF DE CUISINE;;;CHEF DE CUISINE;;;
S02909;FACTOTUM;;;FACTOTUM;;;
S02910;GARDIEN CONCIERGE;;;GARDIEN CONCIERGE;;;
S02911;GARDIEN DE STADES;;;GARDIEN DE STADES;;;
S02912;GESTIONNAIRE DE COLLECTIVITE;;;GESTIONNAIRE DE COLLECTIVITE;;;
S02913;HOTESSE CONCIERGE;;;HOTESSE CONCIERGE;;;
S02914;HOTESSE TELEPHONISTE;;;HOTESSE TELEPHONISTE;;;
S02915;PREPOSE A L'ACCUEIL ET A L'INFORMATION;;;PREPOSE A L'ACCUEIL ET A L'INFORMATION;;;
S02916;PREPOSE A L'ENTRETIEN DES BATIMENTS;;;PREPOSE A L'ENTRETIEN DES BATIMENTS;;;
S02917;RELEVEUR DE COMPTEURS D'EAU;;;RELEVEUR DE COMPTEURS D'EAU;;;
S02918;SURVEILLANT DE PATINOIRE;;;SURVEILLANT DE PATINOIRE;;;
S02919;VAGUEMESTRE;;;VAGUEMESTRE;;;
S02920;VEILLEUR DE NUIT;;;VEILLEUR DE NUIT;;;
S02921;INGENIEUR EN CHEF ADJOINT AU SERVICE DE LA VOIRIE;;;INGENIEUR EN CHEF ADJOINT AU SERVICE DE LA VOIRIE;;;EMPLOYE AU SERVICE DE LA VOIRIE CET EMPLOI COMPORTE UN ECHELON UNIQUE
S02922;DIRECTEUR DE COMPLEXE SPORTIF;;;DIRECTEUR DE COMPLEXE SPORTIF;;;
S02923;EDUCATEUR SPORTIF;;;EDUCATEUR SPORTIF;;;
S02924;PREPARATRICE EN EXPOSITION;;;PREPARATRICE EN EXPOSITION;;;CONCEPTION GENERALE DES EXPOSITIONS -IMPLANTATION,PREPARATION,MISE EN PLACE,CATALOGRAPHIE,ANIMATION DES EXPOSITIONS. -RELATIONS AVEC LE PUBLIC EN L ABSENCE DU CONSERVATEUR
S02925;HOMME D'EQUIPE AU SERVICE DE LA VOIRIE;;;HOMME D'EQUIPE AU SERVICE DE LA VOIRIE;;;
S02926;GARDIEN;;;GARDIEN;;;"CHARGE DE LA SURVEILLANCE DE LA SALLE DE SPORTS ; DE L ENTRETIEN DE LA SALLE DE SPORTS ET DE SES ABORDS"
S02927;ANIMATEUR SPORTIF;;;ANIMATEUR SPORTIF;;;
S02928;ANIMATEUR SOCIO CULTUREL;;;ANIMATEUR SOCIO CULTUREL;;;
S02929;GARDIEN DU COMPLEXE SPORTIF EVOLUTIF COUVERT;;;GARDIEN DU COMPLEXE SPORTIF EVOLUTIF COUVERT;;;-TACHES CLASSIQUES DE GARDIENNAGE ENTRETIEN DES LOCAUX SURVEILLANCE DU BON FONCTIONNEMENT DE TOUTE LA CHAUFFERIE -DOIT ETRE EN MESURE DE FAIRE FACE AUX DIVERS PROBLEMES TECHNIQUES QUI SE POSERONT LORS DE L EXPLOITATION DU C.O S E C
S02930;MONTEUR D'OPERATIONS;;;MONTEUR D'OPERATIONS;;;
S02931;CONSEILLERE EN ECONOMIE SOCIALE ET FAMILIALE;;;CONSEILLERE EN ECONOMIE SOCIALE ET FAMILIALE;;;-RESPONSABLE DE L ENSEMBLE DU SECTEUR DE L AIDE SOCIALE FACULTATIVE -GESTION DE BUDGET
S02932;DIRECTEUR DE FOYER RESTAURANT DE PERSONNES AGEES;;;DIRECTEUR DE FOYER RESTAURANT DE PERSONNES AGEES;;;CHARGE DU FONCTIONNEMENT DU RESTAURANT ET DE L ANIMATION DU FOYER
S02933;DIRECTRICE DU C C A S;;;DIRECTRICE DU C C A S;;;
S02934;DIRECTEUR DE FOYER RESIDENCE POUR PERSONNES AGEES;;;DIRECTEUR DE FOYER RESIDENCE POUR PERSONNES AGEES;;;
S02935;SPECIALISTE DE LA NATURE ET DE LA PROTECTION DE L'ENVIRONNEMENT;;;SPECIALISTE DE LA NATURE ET DE LA PROTECTION DE L'ENVIRONNEMENT;;;MISSIONS D ORDRE SCIENTIFIQUE MISSIONS D INFORMATION ET DE SENSIBILISATION AUPRES DE TOUS PUBLICS MISSIONS DE PREVENTION ET DE CONTROLE
S02936;SECRETAIRE DE DIRECTION;;;SECRETAIRE DE DIRECTION;;;
S02937;ANIMATRICE POINT RENCONTRE;;;ANIMATRICE POINT RENCONTRE;;;
S02938;RESPONSABLE DES SERVICES TECHNIQUES;;;RESPONSABLE DES SERVICES TECHNIQUES;;;
S02939;AGENT SOCIO CULTUREL;;;AGENT SOCIO CULTUREL;;;
S02940;GARDIEN A LA MAISON POUR TOUS;;;GARDIEN A LA MAISON POUR TOUS;;;
